,description,review.point,sentiment
1951,No doubt about it; we’re at the furthest outpost of GlenDronach’s territory here; and this particular cask has waved the white flag. It has a dense; sappy; and nutty nose which is very savory and not particularly attractive. But thankfully there’s more to welcome you on the palate; with some rich orange and red fruit and sweet candy providing balance to the savory notes; and gentle oak and hazelnuts also getting a look in. The finish is woody and pruney. £185 ,82,1
1950,This Glencadam variant has been finished for 20 months in ruby port pipes. The result is a whisky that departs from its younger stablemate by offering a nose of rose petals; milk chocolate; stewed rhubarb; sweet red wine; and black pepper. The same ‘new paper’ note survives; however. Viscous on the palate; initially strawberries; then spicy milk chocolate; caramel; and candied cherries. Remaining sweet in the finish; with nutmeg and darker chocolate notes. £35,82,1
1949,Initially fresh and briny -- the Campbeltown signature being quite evident -- leading to chewy toffee; nutty notes. The brine emerges again -- this time with a hint of seaweed and smoke; followed by another wave of chewy toffee and nuts. The flavors stubbornly refuse to integrate fully; coming across on the palate individually and independently. Sort of like consecutive solos; rather than harmony.,82,1
1956,"Firm on the palate and quite mature. Good balance with malty-toffee notes accented by dried oak spices. Additional notes of roasted nuts; tobacco; Earl Grey tea; sandalwood; and a hint of peat and bacon fat. (260 bottles produced.) 
",82,1
1948,Four years ago Glen Grant was in a sorry state; its beautiful gardens in need of some love and attention; its malts neglected and seemingly unloved. Then Campari bought it and we have heard very little more since. That’s until now. With a new visitor center; the gardens in full bloom; and the owners determined to make it a major player; things are looking up. This limited edition 170th anniversary bottling is made up of vintages stretching back to the 70s. They include a couple of sherry butts and some peated spirit. The result is a rich malt with some buttery toffee notes at first; distinctive lemon and green apple notes; and a touch of aniseed. Midway through; it sets off in a more feisty direction; with some peat; sharp spice; and green banana skin. Beguiling and unusual; it’s a statement of intent from an iconic distillery — watch this space. (Selected specialist outlets; excluding the U.S.) ,82,1
1952,The first widely-available single malt from the revived distillery of Glenglassaugh; Revival comprises spirit from both first and refill casks; finished in first-fill oloroso sherry butts for a period of six months. Initially a little mashy; with beer-like aromas. Quite sweet and mildly sherried; with developing roasted malt notes; ginger; hazelnuts; and caramel. Leather and insistent spice on the palate; majoring in nutmeg and cinnamon. Straightforward in the finish; spicy and nutty. Probably a crackerjack in another dozen years!,82,1
1957,"Style: Speyside single malt scotch Color: Bright gold Aroma: Fresh cut grass. Damp grist. Vanilla; marshmallow; and banana. Palate: Sweet malt initially; then quickly becoming dry; oaky; grassy; and spicy. Big; long; dry; spicy finish. 
",82,1
1964,"Aged in a bourbon cask. This is a big; vibrantly fruity whisky (lemon; lime; orange; grape); with background notes of anise; fat barley; and vanilla. An unusual and often difficult to find dram. (Bottled exclusively for “Wine on the 9”.) 
",82,1
1959,"Very much in the Glenrothes style; with a viscous texture that clings to the palate. Very perfumed and fragrant; too; with flavors of assorted dried fruit; vanilla; golden raisin; citrus; and honey that dry quickly on the palate. A suggestion of peat lingers in the background and on the whisky’s clinging finish. 
",82,1
1960,Light gold. From a refill bourbon cask; here we have more marzipan and some light maltiness alongside very fresh fruit and delicate vanilla. This is Rothes in slightly lean and hungry mode; with its signature fruits and spices in the background. Needs water to smooth things out. When that happens; there’s lemon drizzle cake; leafiness; and walnut flour. A little short on the finish.  £90,82,1
1961,This expression comprises peated Glenturret malt (55ppm) and some older unpeated Glenturret malt. The distillery has been making peated malt for six years. There is a higher proportion of peated malt in this revised edition than in the previous version. Farmyard aromas on the nose; with an overlay of digestive biscuits and subtle smokiness. Light-bodied; with watery toffee and emerging peat smoke. Medium-length in the finish; spicy; with cigarette smoke. £47,82,1
1962,Matured in a combination of first-fill Spanish oak sherry butts; refill American oak hogsheads; and first-fill bourbon barrels. The nose is initially savory; with salted caramels; oak; vanilla; and toffee. Medium-bodied; with brittle toffee and spicy fruit on the creamy palate; where more savory notes emerge. A hint of bourbon in the softly spiced; herbal finish; which darkens to black coffee. £47,82,1
1963,"Honey; vanilla; heather; and citrus are the major components of this Highland Park; with a hint of youthful peat in the background. Some polished oak kicks in on the palate towards the finish. A pleasant whisky for those who like a mature Highland Park without the sherry cask influence. (A Bayway World of Liquor exclusive.) 
",82,1
1965,"An interesting comparison to the Mackillop’s Choice expression reviewed above. This is also a big; bold whisky from the currently mothballed Imperial distillery. This one is less fruity. Instead it is quite sweet with a ripe maltiness up front-and rather viscous in texture-becoming dry; slightly austere; and spicy on the finish; with a wisp of smoke. (Bottled exclusively for Binny’s Beverage Depot.) 
",82,1
1966,You could argue that there’s an element of auto-suggestion at work when you pick up saltiness in Inchgower; after all; it comes from a fishing port (Buckie). But taste it blind and there it is — an unmistakable salinity on nose and palate which; when combined with lemon accents; cumin seed; thin fruit syrups; and green grapes; makes this an intense; perfect; aperitif. £37 (Not available in the U.S.),82,1
1967,Matured in a mixture of bourbon; refill; and recharred casks. Ripe peaches; malt; and vanilla on the nose; with a hint of linseed oil. Oily on the palate; with more peaches; plus quite dark spices; backed by creamy vanilla. Medium in length; spicy; with emerging dry oak notes. £36,82,1
1947,"Here’s a whisky not seen very often in the U.S. When it is seen; it’s from one of the independent bottlers. I have always felt that younger Glen Grant whiskies make a nice introduction to the single malt category-especially for a blend drinker trading up. The whisky is usually light to medium in body and uncomplicated-with no harsh edges to be particularly offensive. And so it is with this whisky. A soft; cereal grain maltiness marries nicely with floral; delicately fruity notes throughout. Gentle; dry but malty finish; with suggestions of shortbread cookies and vanilla. A nice representation of a younger Glen Grant. The flavors are clean and tight. 
",82,1
1958,"The newest whisky in the regular stable of wood-finished whiskies for Glenmorangie. Very fruity-sometimes reminiscent of overripe fruit; other times cooked fruit. In the mix; there’s maple syrup; plum; almonds; and sweet barley notes. The whisky is peppered with spicy notes of toasted oak; cinnamon and vanilla. A whisky that is lush on the nose; chewy on the palate; with a finish of dried spices for balance. This whisky takes some getting used to; and it’s not an every day whisky. You’ll have to be in the right mood for it. 
",82,1
